Column1	Column2	Column3	Column4	Column5	Column6	Column7	Column8	Column9	Column10	Column11	Column12	Column13
block	yellow_desk_lamp	Yellow Desk Lamp		Жёлтая Настольная лампа	Lampada da scrivania gialla		Žlutá stolní lampička	ilo suno pali jelo	Gelbe Schreibtischlampe	Lámpara de Escritorio Amarilla	Lámpara de Escritorio Amarilla	Lámpara de Escritorio Amarilla
block	lime_desk_lamp	Lime Desk Lamp		Лаймовая Настольная лампа	Lampada da scrivania lime		Světle zelená stolní lampička	ilo suno pali pi laso jelo	Hellgrüne Schreibtischlampe	Lámpara de Escritorio Verde Lima	Lámpara de Escritorio Lima	Lámpara de Escritorio Lima
block	pink_desk_lamp	Pink Desk Lamp		Розовая Настольная лампа	Lampada da scrivania rosa		Růžová stolní lampička	ilo suno pali pi loje walo	Rosa Schreibtischlampe	Lámpara de Escritorio Rosada	Lámpara de Escritorio Rosa	Lámpara de Escritorio Rosa
block	gray_desk_lamp	Gray Desk Lamp		Серая Настольная лампа	Lampada da scrivania grigia		Šedá stolní lampička	ilo suno pali pi pimeja walo	Graue Schreibtischlampe	Lámpara de Escritorio Gris	Lámpara de Escritorio Gris	Lámpara de Escritorio Gris
block	light_gray_desk_lamp	Light Gray Desk Lamp		Светло-серая Настольная лампа	Lampada da scrivania grigio chiaro		Světle šedá stolní lampička	ilo suno pali pi walo pimeja	Hellgraue Schreibtischlampe	Lámpara de Escritorio Gris Claro	Lámpara de Escritorio Gris Claro	Lámpara de Escritorio Gris Claro
block	cyan_desk_lamp	Cyan Desk Lamp		Бирюзовая Настольная лампа	Lampada da scrivania ciano		Azurová stolní lampička	ilo suno pali laso	Türkise Schreibtischlampe	Lámpara de Escritorio Cian	Lámpara de Escritorio Cian	Lámpara de Escritorio Cian
block	purple_desk_lamp	Purple Desk Lamp		Фиолетовая Настольная лампа	Lampada da scrivania viola		Fialová stolní lampička	ilo suno pali pi laso loje	Violette Schreibtischlampe	Lámpara de Escritorio Morada	Lámpara de Escritorio Púrpura	Lámpara de Escritorio Púrpura
block	blue_desk_lamp	Blue Desk Lamp		Синяя Настольная лампа	Lampada da scrivania blù		Modrá stolní lampička	ilo suno pali pi laso telo	Blaue Schreibtischlampe	Lámpara de Escritorio Azul	Lámpara de Escritorio Azul	Lámpara de Escritorio Azul
block	brown_desk_lamp	Brown Desk Lamp		Коричневая Настольная лампа	Lampada da scrivania marrone		Hnědá stolní lampička	ilo suno pali pi kule ma	Braune Schreibtischlampe	Lámpara de Escritorio Café	Lámpara de Escritorio Marrón	Lámpara de Escritorio Marrón
block	green_desk_lamp	Green Desk Lamp		Зелёная Настольная лампа	Lampada da scrivania verde		Zelená stolní lampička	ilo suno pali pi laso kasi	Grüne Schreibtischlampe	Lámpara de Escritorio Verde	Lámpara de Escritorio Verde	Lámpara de Escritorio Verde
block	red_desk_lamp	Red Desk Lamp		Красная Настольная лампа	Lampada da scrivania rossa		Červená stolní lampička	ilo suno pali loje	Rote Schreibtischlampe	Lámpara de Escritorio Roja	Lámpara de Escritorio Roja	Lámpara de Escritorio Roja
block	black_desk_lamp	Black Desk Lamp		Чёрная Настольная лампа	Lampada da scrivania nera		Černá stolní lampička	ilo suno pali pimeja	Schwarze Schreibtischlampe	Lámpara de Escritorio Negra	Lámpara de Escritorio Negra	Lámpara de Escritorio Negra
block	oak_upholstery_couch	Oak Upholstery Couch		Дубовый Диван с обивкой	Divano tappezzato di quercia		Dubová čalouněná pohovka		Eichenholz-Polstersofa	Poltrona de Roble	Sillón de Roble	Sofá Tapizado de Roble
block	spruce_upholstery_couch	Spruce Upholstery Couch		Еловый Диван с обивкой	Divano tappezzato di abete		Smrková čalouněná pohovka		Fichtenholz-Polstersofa	Poltrona de Abeto	Sillón de Abeto	Sofá Tapizado de Abeto
block	birch_upholstery_couch	Birch Upholstery Couch		Берëзовый Диван с обивкой	Divano tappezzato di betulla		Březová čalouněná pohovka		Birkenholz-Polstersofa	Poltrona de Abedul	Sillón de Abedul	Sofá Tapizado de Abedul
block	jungle_upholstery_couch	Jungle Upholstery Couch		Диван с обивкой из тропического дерева	Divano tappezzato della giungla		Čalouněná pohovka z tropického dřeva		Tropenholz-Polstersofa	Poltrona Jungla	Sillón Jungla	Sofá Tapizado Jungla
block	acacia_upholstery_couch	Acacia Upholstery Couch		Акациевый Диван с обивкой	Divano tappezzato di acacia		Akáciová čalouněná pohovka		Akazienholz-Polstersofa	Poltrona de Acacia	Sillón de Acacia	Sofá Tapizado de Acacia
block	bamboo_upholstery_couch	Bamboo Upholstery Couch		Диван с обивкой из бамбука	Divano tappezzato di bambù		Bambusová čalouněná pohovka		Bambus-Polstersofa	Poltrona de Bambú	Sillón de Bambú	Sofá Tapizado de Bambú
block	dark_oak_upholstery_couch	Dark Oak Upholstery Couch		Диван с обивкой из тëмного дуба	Divano tappezzato di quercia scura		Čalouněná pohovka z tmavého dubu		Schwarzeichenholz-Polstersofa	Poltrona de Roble Oscuro	Sillón de Roble Oscuro	Sofá Tapizado de Roble Oscuro
block	mangrove_upholstery_couch	Mangrove Upholstery Couch		Мангровый Диван с обивкой	Divano tappezzato di mangrovia		Kořenovníková čalouněná pohovka		Mangrovenholz-Polstersofa	Poltrona de Mangle	Sillón de Mangle	Sofá Tapizado de Mangle
block	cherry_upholstery_couch	Cherry Upholstery Couch		Вишнёвый Диван с обивкой	Divano tappezzato di ciliegio		Třešňová čalouněná pohovka		Kirschholz-Polstersofa	Poltrona de Cereza	Sillón de Cereza	Sofá Tapizado de Cereza
block	crimson_upholstery_couch	Crimson Upholstery Couch		Багровый Диван с обивкой	Divano tappezzato cremisi		Karmínová čalouněná pohovka		Karmesin-Polstersofa	Poltrona Carmesí	Sillón Carmesí	Sofá Tapizado Carmesí
block	warped_upholstery_couch	Warped Upholstery Couch		Искажëнный Диван с обивкой	Divano tappezzato distorto		Přízračná čalouněná pohovka		Wirr-Polstersofa	Poltrona Distorsionada	Sillón Distorsionado	Sofá Tapizado Distorsionado
block	white_floor_lamp	White Floor Lamp		Белый Торшер	Lampada da pavimento bianca		Bíla stojací lampa	ilo suno ma walo	Weiße Stehlampe	Lámpara de Piso Blanca	Lámpara de Pie Blanca	Lámpara de Pie Blanca
block	orange_floor_lamp	Orange Floor Lamp		Оранжевый Торшер	Lampada da pavimento arancione		Oranžová stojací lampa	ilo suno ma pi loje jelo	Orangene Stehlampe	Lámpara de Piso Naranja	Lámpara de Pie Naranja	Lámpara de Pie Naranja
block	magenta_floor_lamp	Magenta Floor Lamp		Пурпурный Торшер	Lampada da pavimento magenta		Světle modrá stojací lampa	ilo suno ma pi loje laso	Magenta Stehlampe	Lámpara de Piso Magenta	Lámpara de Pie Magenta	Lámpara de Pie Magenta
block	light_blue_floor_lamp	Light Blue Floor Lamp		Голубой Торшер	Lampada da pavimento azzurra		Purpurová stojací lampa	ilo suno ma pi laso sewi	Hellblaue Stehlampe	Lámpara de Piso Celeste	Lámpara de Pie Azul Claro	Lámpara de Pie Azul Claro
block	yellow_floor_lamp	Yellow Floor Lamp		Жёлтая Торшер	Lampada da pavimento gialla		Žlutá stojací lampa	ilo suno ma jelo	Gelbe Stehlampe	Lámpara de Piso Amarilla	Lámpara de Pie Amarilla	Lámpara de Pie Amarilla
block	lime_floor_lamp	Lime Floor Lamp		Лаймовый Торшер	Lampada da pavimento lime		Světle zelená stojací lampa	ilo suno ma pi laso jelo	Hellgrüne Stehlampe	Lámpara de Piso Verde Lima	Lámpara de Pie Lima	Lámpara de Pie Lima
block	pink_floor_lamp	Pink Floor Lamp		Розовый Торшер	Lampada da pavimento rosa		Růžová stojací lampa	ilo suno ma pi loje walo	Rosa Stehlampe	Lámpara de Piso Rosada	Lámpara de Pie Rosa	Lámpara de Pie Rosa
block	gray_floor_lamp	Gray Floor Lamp		Серый Торшер	Lampada da pavimento grigia		Šedá stojací lampa	ilo suno ma pi pimeja walo	Graue Stehlampe	Lámpara de Piso Gris	Lámpara de Pie Gris	Lámpara de Pie Gris
block	light_gray_floor_lamp	Light Gray Floor Lamp		Светло-серый Торшер	Lampada da pavimento grigio chiaro		Světle šedá stojací lampa	ilo suno ma pi walo pimeja	Hellgraue Stehlampe	Lámpara de Piso Gris Claro	Lámpara de Pie Gris Claro	Lámpara de Pie Gris Claro
block	cyan_floor_lamp	Cyan Floor Lamp		Бирюзовый Торшер	Lampada da pavimento ciano		Azurová stojací lampa	ilo suno ma laso	Türkise Stehlampe	Lámpara de Piso Cian	Lámpara de Pie Cian	Lámpara de Pie Cian
block	purple_floor_lamp	Purple Floor Lamp		Фиолетовый Торшер	Lampada da pavimento viola		Fialová stojací lampa	ilo suno ma pi laso loje	Violette Stehlampe	Lámpara de Piso Morada	Lámpara de Pie Púrpura	Lámpara de Pie Púrpura
block	blue_floor_lamp	Blue Floor Lamp		Синий Торшер	Lampada da pavimento blù		Modrá stojací lampa	ilo suno ma pi laso telo	Blaue Stehlampe	Lámpara de Piso Azul	Lámpara de Pie Azul	Lámpara de Pie Azul
block	brown_floor_lamp	Brown Floor Lamp		Коричневый Торшер	Lampada da pavimento marrone		Hnědá stojací lampa	ilo suno ma pi kule ma	Braune Stehlampe	Lámpara de Piso Café	Lámpara de Pie Marrón	Lámpara de Pie Marrón
block	green_floor_lamp	Green Floor Lamp		Зелёный Торшер	Lampada da pavimento verde		Zelená stojací lampa	ilo suno ma pi laso kasi	Grüne Stehlampe	Lámpara de Piso Verde	Lámpara de Pie Verde	Lámpara de Pie Verde
block	red_floor_lamp	Red Floor Lamp		Красный Торшер	Lampada da pavimento rossa		Červená stojací lampa	ilo suno ma loje	Rote Stehlampe	Lámpara de Piso Roja	Lámpara de Pie Roja	Lámpara de Pie Roja
block	black_floor_lamp	Black Floor Lamp		Чёрный Торшер	Lampada da pavimento nera		Černá stojací lampa	ilo suno ma pimeja	Schwarze Stehlampe	Lámpara de Piso Negra	Lámpara de Pie Negra	Lámpara de Pie Negra
block	white_cup	White Cup		Белая Чашка	Tazza bianca		Bílý hrníček	poki telo walo	Weiße Tasse	Taza Blanca	Taza Blanca	Taza Blanca
block	orange_cup	Orange Cup		Оранжевая Чашка	Tazza arancione		Oranžový hrníček	poki telo pi loje jelo	Orangene Tasse	Taza Naranja	Taza Naranja	Taza Naranja
block	magenta_cup	Magenta Cup		Пурпурная Чашка	Tazza magenta		Purpurový hrníček	poki telo pi loje laso	Magenta Tasse	Taza Magenta	Taza Magenta	Taza Magenta
block	light_blue_cup	Light Blue Cup		Голубая Чашка	Tazza azzurra		Světle modrý hrníček	poki telo pi laso sewi	Hellblaue Tasse	Taza Celeste	Taza Azul Claro	Taza Azul Claro
block	yellow_cup	Yellow Cup		Жёлтая Чашка	Tazza gialla		Žlutý hrníček	poki telo jelo	Gelbe Tasse	Taza Amarilla	Taza Amarilla	Taza Amarilla
block	lime_cup	Lime Cup		Лаймовая Чашка	Tazza lime		Světle zelený hrníček	poki telo pi laso jelo	Hellgrüne Tasse	Taza Verde Lima	Taza Lima	Taza Lima
block	pink_cup	Pink Cup		Розовая Чашка	Tazza rosa		Růžový hrníček	poki telo pi loje walo	Rosa Tasse	Taza Rosada	Taza Rosa	Taza Rosa
block	gray_cup	Gray Cup		Серая Чашка	Tazza grigia		Šedý hrníček	poki telo pi pimeja walo	Graue Tasse	Taza Gris	Taza Gris	Taza Gris
block	light_gray_cup	Light Gray Cup		Светло-серая Чашка	Tazza grigio chiaro		Světle šedý hrníček	poki telo pi walo pimeja	Hellgraue Tasse	Taza Gris Claro	Taza Gris Claro	Taza Gris Claro
block	cyan_cup	Cyan Cup		Бирюзовая Чашка	Tazza ciano		Azurový hrníček	poki telo laso	Türkise Tasse	Taza Cian	Taza Cian	Taza Cian
block	purple_cup	Purple Cup		Фиолетовая Чашка	Tazza viola		Fialový hrníček	poki telo pi laso loje	Violette Tasse	Taza Morada	Taza Púrpura	Taza Púrpura
block	blue_cup	Blue Cup		Синяя Чашка	Tazza blù		Modrý hrníček	poki telo pi laso telo	Blaue Tasse	Taza Azul	Taza Azul	Taza Azul
block	brown_cup	Brown Cup		Коричневая Чашка	Tazza marrone		Hnědý hrníček	poki telo pi kule ma	Braune Tasse	Taza Café	Taza Marrón	Taza Marrón
block	green_cup	Green Cup		Зелёная Чашка	Tazza verde		Zelený hrníček	poki telo pi laso kasi	Grüne Tasse	Taza Verde	Taza Verde	Taza Verde
block	red_cup	Red Cup		Красная Чашка	Tazza rossa		Červený hrníček	poki telo loje	Rote Tasse	Taza Roja	Taza Roja	Taza Roja
block	black_cup	Black Cup		Чёрная Чашка	Tazza nera		Černý hrníček	poki telo pimeja	Schwarze Tasse	Taza Negra	Taza Negra	Taza Negra
item	white_beer_bottle	White Beer Bottle		Белая Пивная бутылка	Bottiglia di birra bianca		Bílá lahev piva	poki walo pi telo nasa	Weiße Bierflasche	Botella de Cerveza Blanca	Botella de Cerveza Blanca	Botella de Cerveza Blanca
item	orange_beer_bottle	Orange Beer Bottle		Оранжевая Пивная бутылка	Bottiglia di birra arancione		Oranžová lahev piva	poki pi loje jelo pi telo nasa	Orangene Bierflasche	Botella de Cerveza Naranja	Botella de Cerveza Naranja	Botella de Cerveza Naranja
item	magenta_beer_bottle	Magenta Beer Bottle		Пурпурная Пивная бутылка	Bottiglia di birra magenta		Purpurová lahev piva	poki pi loje laso pi telo nasa	Magenta Bierflasche	Botella de Cerveza Magenta	Botella de Cerveza Magenta	Botella de Cerveza Magenta
item	light_blue_beer_bottle	Light Blue Beer Bottle		Голубая Пивная бутылка	Bottiglia di birra azzurra		Světle modrá lahe piva	poki pi laso sewi pi telo nasa	Hellblaue Bierflasche	Botella de Cerveza Celeste	Botella de Cerveza Azul Claro	Botella de Cerveza Azul Claro
item	yellow_beer_bottle	Yellow Beer Bottle		Жёлтая Пивная бутылка	Bottiglia di birra gialla		Žlutá lahev piva	poki jelo pi telo nasa	Gelbe Bierflasche	Botella de Cerveza Amarilla	Botella de Cerveza Amarilla	Botella de Cerveza Amarilla
item	lime_beer_bottle	Lime Beer Bottle		Лаймовая Пивная бутылка	Bottiglia di birra lime		Světle zelená lahev piva	poki pi laso jelo pi telo nasa	Hellgrüne Bierflasche	Botella de Cerveza Verde Lima	Botella de Cerveza Lima	Botella de Cerveza Lima
item	pink_beer_bottle	Pink Beer Bottle		Розовая Пивная бутылка	Bottiglia di birra rosa		Růžová lahev piva	poki pi loje walo pi telo nasa	Rosa Bierflasche	Botella de Cerveza Rosada	Botella de Cerveza Rosa	Botella de Cerveza Rosa
item	gray_beer_bottle	Gray Beer Bottle		Серая Пивная бутылка	Bottiglia di birra grigia		Šedá lahev piva	poki pi pimeja walo pi telo nasa	Graue Bierflasche	Botella de Cerveza Gris	Botella de Cerveza Gris	Botella de Cerveza Gris
item	light_gray_beer_bottle	Light Gray Beer Bottle		Светло-серая Пивная бутылка	Bottiglia di birra grigio chiaro		Světle šedá lahev piva	poki pi walo pimeja pi telo nasa	Hellgraue Bierflasche	Botella de Cerveza Gris Claro	Botella de Cerveza Gris Claro	Botella de Cerveza Gris Claro
item	cyan_beer_bottle	Cyan Beer Bottle		Бирюзовая Пивная бутылка	Bottiglia di birra ciano		Azurová lahev piva	poki laso pi telo nasa	Türkise Bierflasche	Botella de Cerveza Cian	Botella de Cerveza Cian	Botella de Cerveza Cian
item	purple_beer_bottle	Purple Beer Bottle		Фиолетовая Пивная бутылка	Bottiglia di birra viola		Fialová lahev piva	poki pi laso loje pi telo nasa	Violette Bierflasche	Botella de Cerveza Morada	Botella de Cerveza Púrpura	Botella de Cerveza Púrpura
item	blue_beer_bottle	Blue Beer Bottle		Синяя Пивная бутылка	Bottiglia di birra blù		Modrá lahev piva	poki pi laso telo pi telo nasa	Blaue Bierflasche	Botella de Cerveza Azul	Botella de Cerveza Azul	Botella de Cerveza Azul
item	brown_beer_bottle	Brown Beer Bottle		Коричневая Пивная бутылка	Bottiglia di birra marrone		Hnědá lahev piva	poki pi kule ma pi telo nasa	Braune Bierflasche	Botella de Cerveza Café	Botella de Cerveza Marrón	Botella de Cerveza Marrón
item	green_beer_bottle	Green Beer Bottle		Зелёная Пивная бутылка	Bottiglia di birra verde		Zelená lahev piva	poki pi laso kasi pi telo nasa	Grüne Bierflasche	Botella de Cerveza Verde	Botella de Cerveza Verde	Botella de Cerveza Verde
item	red_beer_bottle	Red Beer Bottle		Красная Пивная бутылка	Bottiglia di birra rossa		Červená lahev piva	poki loje pi telo nasa	Rote Bierflasche	Botella de Cerveza Roja	Botella de Cerveza Roja	Botella de Cerveza Roja
item	black_beer_bottle	Black Beer Bottle		Чёрная Пивная бутылка	Bottiglia di birra nera		Černá lahev piva	poki pimeja pi telo nasa	Schwarze Bierflasche	Botella de Cerveza Negra	Botella de Cerveza Negra	Botella de Cerveza Negra
block	fridge	Fridge	Refrigerator	Холодильник	Frigo	冷蔵庫	Lednice	poki lete	Kühlschrank	Refrigerador	Nevera	Frigorífico
block	washer	Washer	Washing Machine	Стиральная Машина	Lavatore	洗濯機	Pračka	ilo telo	Waschmaschine	Lavadora	Lavadora	Lavadora
block	trashcan	Trashcan		Мусорник	Bidone	ゴミ箱	Odpadkový koš	poki jaki	Mülleimer	Basurero	Bote de Basura	Cubo de basura
block	pipe	Pipe		Труба	Tubo		Trubka	palisa kiwen	Rohr	Tubería	Tubería	Tubería
block	radiator	Radiator		Радиатор	Radiatore		Radiátor	ilo seli	Heizung	Radiador	Radiador	Radiador
block	curtains	Curtains		Занавески	Tende		Závěsy	ilo pi weka suno	Vorhänge	Cortinas	Cortinas	Cortinas
block	surveillance_camera	Surveillance Camera		Камера видеонаблюдения	Videocamera di sorveglianza	監視カメラ	Bezpečnostní kamera	ilo lukin	Überwachungskamera	Cámara de Seguridad	Cámara de Seguridad	Cámara de Vigilancia
block	security_monitor	Security Monitor		Охранный монитор	Monitor di sicurezza	カメラターミナル	Bezpečnostní monitor	ilo sitelen	Sicherheitsmonitor	Monitor de Seguridad	Monitor de Seguridad	Monitor de Seguridad
block	hatch	Hatch		Люк	Portello		Poklop	lupa anpa	Luke	Escotilla	Trampilla	Escotilla
block	traffic_barrier	Traffic Barrier		Дорожный барьер	Barriera stradale		Dopravní zábrana	ilo awen pi tomo tawa	Verkehrsbarriere	Barrera de Tráfico	Barrera de Tráfico	Barrera de Tráfico
block	mossy_traffic_barrier	Mossy Traffic Barrier		Моховой дорожный барьер	Barriera stradale muschiosa		Dopravní zábrana porostlá mechem	ilo awen kasi pi tomo tawa	Bemooste Verkehrsbarriere	Barrera de Tráfico Musgosa	Barrera de Tráfico Musgosa	Barrera de Tráfico Musgosa
block	pole	Pole		Столб	Palo		Sloupek	palisa sitelen	Stab	Poste	Poste	Poste
block	no_entrance_road_sign	No-Entrance Road Sign		Дорожный знак `Въезд запрещен`	Cartello stradale di divieto d'accesso		Dopravní značka zákazu vjezdu	sitelen pi tomo tawa: o tawa ala	Keine Durchfahrt Verkehrsschild	Letrero de Prohibido el Paso	Cartel de Calle sin Entrada	Señal de prohibido el paso
block	park_road_sign	Park Road Sign		Дорожный знак `Парковка`	Cartello stradale del parcheggio		Dopravní značka parkování	sitelen pi tomo tawa: ken awen	Parken Verkehrsschild	Letrero de Estacionamiento	Cartel de Estacionamiento	Señal de aparcamiento
block	arrow_down_road_sign	Arrow-down Road Sign		Дорожный знак со стрелкой вниз	Cartello stradale freccia giù		Dopravní značka se šipkou dolů	sitelen pi tomo tawa: linja anpa	Pfeil nach unten Verkehrsschild	Letrero de Flecha hacia Abajo	Cartel de Flecha hacia Abajo	Señal de tráfico con flecha hacia abajo
block	arrow_up_road_sign	Arrow-up Road Sign		Дорожный знак со стрелкой вверх	Cartello stradale freccia su		Dopravní značka se šipkou nahoru	sitelen pi tomo tawa: linja sewi	Pfeil nach oben Verkehrsschild	Letrero de Flecha hacia Arriba	Cartel de Flecha hacia Arriba	Señal de tráfico con flecha hacia arriba
block	arrow_left_road_sign	Arrow-left Road Sign		Дорожный знак со стрелкой влево	Cartello stradale freccia sinistra		Dopravní značka se šipkou doleva	sitelen pi tomo tawa: linja pi poka wan	Pfeil nach links Verkehrsschild	Letrero de Flecha a la Izquierda	Cartel de Flecha a la Izquierda	Señal de tráfico con flecha a la izquierda
block	arrow_right_road_sign	Arrow-right Road Sign		Дорожный знак со стрелкой вправо	Cartello stradale freccia destra		Dopravní značka se šipkou doprava	sitelen pi tomo tawa: linja pi poka tu	Pfeil nach rechts Verkehrsschild	Letrero de Flecha a la Derecha	Cartel de Flecha a la Derecha	Señal de tráfico con flecha a la derecha
block	call_bell	Call Bell		Звонок	Campanello di chiamata		Zvonek	ilo kalama lili	Anrufsglocke	Timbre	Timbre	Timbre
block	box	Box		Коробка	Scatola	箱	Krabice	poki kasi	Kasten	Caja	Caja	Caja
block	keypad_lock	Keypad Lock		PIN-Код замок	Serratura con tastierino numerico	パスワードロック	Kódový zámek	ilo awen nanpa	Tastensperre	Cerradura con Teclado Numérico	Cerradura con Teclado Numérico	Cerradura con Teclado Numérico
block	retina_scanner	Retina Scanner		Сканер сетчатки глаза	Scanner della retina	虹彩認証センサー	Skener sítnice	ilo pi sona oko	Retina-Scanner	Escáner de Retina	Escáner de Retina	Escáner de Retina
block	item_scanner	Item Scanner		Сканер предметов	Scanner degli oggetti	アイテムリーダー	Skener předmětů	ilo pi sona ijo	Gegenstands-Scanner	Escáner de Artículos	Escáner de Artículos	Escáner de Artículos
block	vending_machine	Vending Machine		Торговый автомат	Distributore		Automat	ilo mani	Verkaufsautomat	Máquina Expendedora	Máquina Expendedora	Máquina Expendedora
block	computer	Computer		Компьютер	Computer		Počítač	ilo sona	Computer	Computadora	Computadora	Ordenador
block	speakers	Speakers		Колонки	Speaker		Reproduktory	ilo pi kalama wawa	Lautsprecher	Parlantes	Bocinas	Altavoces
block	plate	Plate		Тарелка	Piatto		Talíř	supa moku	Platte	Plato	Plato	Plato
block	alarm_clock	Alarm Clock		Будильник	Sveglia		Budík	ilo tenpo	Wecker	Despertador	Reloj Despertador	Despertador
block	alarm_block	Security Alarm Block		Сигнализация	Allarme di sicurezza		Blok bezpečnostního poplachu	ilo awen kalama	Sicherheitsalarm-Block	Bloque de Alarma de Seguridad	Bloque de Alarma de Seguridad	Bloque de alarma de seguridad
block	laser_block	Laser Block		Лазерный блок	Blocco laser		Laserový blok	ilo pi sona jan	Laser-Block	Bloque Láser	Bloque Láser	Bloque Láser
block	bear_trap	Bear Trap		Медвежий капкан	Trappola per orsi		Medvědí past	ilo alasa pi soweli suli	Bärenfalle	Trampa para Osos	Trampa para Osos	Trampa para Osos
block	motion_sensor	Motion Sensor		Датчик движения	Sensore movimento		Snímač pohybu	ilo pi sona tawa	Bewegungsmelder	Sensor de Movimiento	Sensor de Movimiento	Sensor de Movimiento
block	calculator	Calculator		Калькулятор	Calcolatrice		Kalkulačka	ilo nanpa	Taschenrechner	Calculadora	Calculadora	Calculadora
block	clipboard	Clipboard		Планшет	Appunti		Psací podložka	supa lili sitelen	Zwischenablage	Portapapeles	Portapapeles	Portapapeles
block	electrical_box	Electrical Box		Электрический ящик	Scatola elettrica		Elektrická skříň	poki wawa	Elektrische Box	Caja Eléctrica	Caja Eléctrica	Caja Eléctrica
block	safe_block	Safe Block		Сейф	Blocco per cassaforte		Trezor	poki mani	Sicherer Block	Caja Fuerte	Caja Fuerte	Caja Fuerte
block	telescope	Telescope		Телескоп	Telescopio		Teleskop	ilo pi lukin weka	Teleskop	Telescopio	Telescopio	Telescopio
item	padlock	Padlock		Навесной замок	Tastierino numerico	南京錠	Visací zámek	ilo awen	Schloss	Candado	Candado	Candado
item	coffee_cup	Coffee Cup		Чашка с Кофе	Tazza di caffè	コーヒー	Šálek kávy	telo pi lape ala	Kaffeetasse	Taza de Café	Taza de Café	Taza de Café
item	cucumber	Cucumber		Огурец	Cetriolo		Okurka	kili palisa laso	Gurke	Pepino	Pepino	Pepino
item	grapes	Grapes		Виноград	Uva		Hroznové víno	kili sike laso	Weintrauben	Uvas	Uvas	Uvas
item	burger	Burger		Бургер	Hamburger	バーガー	Burger	pan pi insa soweli	Burger	Hamburguesa	Hamburguesa	Hamburguesa
item	toast	Toast		Тост	Toast		Toast	pan seli	Toastbrot	Pan Tostado	Tostada	Tostada
item	tomato	Tomato		Помидор	Pomodoro		Rajče	kili sike loje	Tomate	Tomate	Tomate	Tomate
item	cheese	Cheese		Сыр	Formaggio	チーズ	Sýr	moku pi telo walo soweli	Käse	Queso	Queso	Queso
item	chocolate_bar	Chocolate bar		Шоколадная плитка	Barretta di cioccolato	チョコレート	Tabulka čokolády	suwi pi kule ma	Schokoladen-Bar	Chocolate	Barra de Chocolate	Tableta de chocolate
item	donut	Donut		Пончик	Ciambella	ドーナツ	Kobliha	suwi sike	Donut	Donut	Dona	Dona
item	broccoli	Broccoli		Брокколи	Broccoli		Brokolice	kili pi kasi lukin	Brokkoli	Brócoli	Brócoli	Brócoli
item	omelette	Omelette		Яичница	Frittata		Omeleta	sike mama pakala	Omelett	Huevo Frito	Tortilla	Tortilla
item	strawberry	Strawberry		Клубника	Fragola		Jahoda	kili loje suwi	Erdbeere	Frutilla	Fresa	Fresa
item	cereal	Cereal		Хлопья	Cereali		Cereálie	pan lili	Müsli	Cereales	Cereales	Cereales
item	megaphone	Loudspeaker		Громкоговоритель	Megafono		Megafon	ilo pi toki wawa	Lautsprecher	Megáfono	Megáfono	Altavoz
item	flashlight	Flashlight		Фонарь	Torcia		Svítilna	ilo suno	Taschenlampe	Linterna	Linterna	Linterna
item	crowbar	Crowbar		Лом	Piede di porco		Páčidlo	palisa pakala	Brecheisen	Pértiga	Palanca	Palanca
item	nanoglasses	Nanoglasses		Наноочки	Nanoocchiali		Nanobrýle	ilo lukin pi ijo lili	Nanogläser	Nanogafas	Nanogafas	Nanogafas
item	battery	Battery		Батарейка	Batteria		Baterie	wawa	Batterie	Batería	Batería	Batería
item	umbrella	Umbrella		Зонт	Ombrello		Deštník	ilo awen tan telo sewi	Regenschirm	Paraguas	Paraguas	Paraguas
item	spades_two_playing_card	Spades Two		Пиковая двойка	Due di picche		Piková dvojka	lipu musi pi utala tu	Spades Zwei	Dos de Picas	Dos de Espadas	Dos de Picas
item	spades_three_playing_card	Spades Three		Пиковая тройка	Tre di picche		Piková trojka	lipu musi pi utala tu wan	Spades Drei	Tres de Picas	Tres de Espadas	Tres de Picas
item	spades_four_playing_card	Spades Four		Пиковая четверка	Quattro di picche		Piková čtyřka	lipu musi pi utala tu tu	Spades Vier	Cuatro de Picas	Cuatro de Espadas	Cuatro de Picas
item	spades_five_playing_card	Spades Five		Пиковая пятерка	Cinque di picche		Piková pětka	lipu musi pi utala luka	Spades Fünf	Cinco de Picas	Cinco de Espadas	Cinco de Picas
item	spades_six_playing_card	Spades Six		Пиковая шестерка	Sei di picche		Piková šestka	lipu musi pi utala luka wan	Spades Sechs	Seis de Picas	Seis de Espadas	Seis de Picas
item	spades_seven_playing_card	Spades Seven		Пиковая семерка	Sette di picche		Piková sedmička	lipu musi pi utala luka tu	Spades Sieben	Siete de Picas	Siete de Espadas	Siete de Picas
item	spades_eight_playing_card	Spades Eight		Пиковая восьмерка	Otto di picche		Piková osmička	lipu musi pi utala luka tu wan	Spades Acht	Ocho de Picas	Ocho de Espadas	Ocho de Picas
item	spades_nine_playing_card	Spades Nine		Пиковая девятка	Nove di picche		Piková devítka	lipu musi pi utala luka tu tu	Spades Neun	Nueve de Picas	Nueve de Espadas	Nueve de Picas
item	spades_ten_playing_card	Spades Ten		Пиковая десятка	Dieci di picche		Piková desítka	lipu musi pi utala luka luka	Spades Zehn	Diez de Picas	Diez de Espadas	Diez de Picas
